decoration,elevator,location,orientation,pattern,property,size,total_price,unit_price,village
精装,无电梯,太平桥,南,1室1厅,1989年建板楼,45.34平米,310,68373,太平桥东里 
精装,有电梯,玉泉营,南,1室1厅,2011年建板楼,72.6平米,359,49450,青秀雅苑 
简装,有电梯,七里庄,西,1室1厅,2002年建板楼,61.51平米,388,63080,西局欣园南区 
精装,有电梯,科技园区,东,1室0厅,2012年建板楼,30.52平米,231,75689,中海御鑫阁 
简装,有电梯,草桥,南 北,2室1厅,1998年建板楼,77.59平米,513,66117,草桥欣园18号院 
精装,有电梯,草桥,西北,2室1厅,2004年建塔楼,96.92平米,640,66034,冬季星空 
精装,有电梯,丽泽,南 北,3室1厅,2010年建板塔结合,135.37平米,1200,88646,益丰苑 
精装,无电梯,玉泉营,南 北,2室1厅,1980年建板楼,55.6平米,340,61152,郑王坟141号院 
简装,有电梯,玉泉营,南,3室2厅,2007年建塔楼,126.63平米,880,69494,万年花城二期 
简装,无电梯,卢沟桥,南 北,3室1厅,2002年建板楼,111.14平米,458,41210,卢沟桥南里 
毛坯,有电梯,花乡,东南,3室1厅,2007年建塔楼,124.59平米,545,43744,天伦锦城 
精装,有电梯,玉泉营,南 北,4室2厅,2011年建板塔结合,122.34平米,880,71931,青秀城 
毛坯,有电梯,科技园区,西北,2室1厅,2000年建塔楼,93.49平米,420,44925,宝隆温泉公寓 
简装,有电梯,草桥,东北,3室1厅,2002年建塔楼,126.04平米,680,53952,玺萌丽苑 
精装,无电梯,北大地,东 西,2室1厅,1992年建板楼,59.28平米,302,50945,七里庄路18号院 
简装,有电梯,科技园区,东南,2室1厅,1995年建塔楼,90.82平米,388,42722,城市经典 
简装,有电梯,科技园区,东 西,2室2厅,2002年建板楼,109.16平米,545,49927,益辰欣园 
简装,有电梯,方庄,西南,2室1厅,1991年建板塔结合,61.7平米,405,65641,芳古园一区 
简装,有电梯,方庄,东南,3室1厅,1990年建塔楼,100平米,565,56500,芳城园一区 
简装,有电梯,七里庄,西南,2室1厅,2005年建塔楼,118.03平米,640,54224,望园东里 
简装,有电梯,卢沟桥,东南,2室1厅,2003年建塔楼,86.8平米,320,36867,晓月苑五里 
简装,有电梯,岳各庄,西南,3室1厅,2005年建塔楼,114.4平米,490,42833,丰体时代花园 
其他,有电梯,西罗园,西北,2室1厅,1996年建塔楼,64.19平米,340,52968,华润小区 
其他,有电梯,六里桥,西 北,2室2厅,1999年建塔楼,105.76平米,610,57678,莲花池西路6号院 
简装,有电梯,五里店,南 北,2室1厅,2005年建板楼,79.61平米,421,52883,和光里 
简装,有电梯,六里桥,东南,2室1厅,1997年建塔楼,75.41平米,556,73731,铁路小区 
简装,无电梯,玉泉营,南 北,2室1厅,1986年建板楼,79.3平米,425,53594,育芳园 
简装,无电梯,七里庄,西南,3室1厅,1990年建板楼,61.67平米,370,59997,东大街西里 
简装,有电梯,北大地,东 西,2室1厅,2000年建板塔结合,77.35平米,445,57531,正阳小区 
精装,有电梯,角门,南 北,3室2厅,2009年建塔楼,138.71平米,1020,73535,阳光花园 
简装,有电梯,科技园区,南 北,3室2厅,2005年建塔楼,204.36平米,1243,60825,怡海花园恒泰园 
精装,有电梯,大红门,东,1室1厅,2010年建板塔结合,48.62平米,342,70342,上海建筑 
简装,有电梯,五里店,南 北,2室1厅,2005年建板楼,90.63平米,480,52963,和光里 
简装,有电梯,看丹桥,南 北,4室1厅,2000年建板塔结合,131.74平米,640,48581,看丹苑 
精装,无电梯,看丹桥,南 北,2室1厅,1992年建板楼,54.22平米,275,50720,南开西里 
精装,有电梯,玉泉营,西南,3室2厅,2005年建塔楼,203.33平米,1220,60001,怡海花园恒丰园 
精装,有电梯,洋桥,南 北,3室1厅,2002年建塔楼,136.51平米,698,51132,东丽温泉 
精装,有电梯,大红门,南 西 北,4室2厅,2007年建板楼,178.53平米,1160,64976,远洋自然 
简装,有电梯,成寿寺,东北,2室1厅,2006年建板塔结合,100.85平米,450,44621,四方景园二区 
精装,无电梯,和义,南 北,2室1厅,2005年建板楼,97.5平米,495,50770,久敬佳园二区 
精装,有电梯,马家堡,南 北,3室2厅,2003年建板楼,124.53平米,830,66651,益城园 
精装,有电梯,草桥,东南,3室1厅,2003年建板楼,103.96平米,679,65314,草桥欣园四区 
简装,有电梯,成寿寺,南 北,3室1厅,2002年建板塔结合,134.31平米,710,52863,静馨嘉苑 
精装,有电梯,丽泽,南 北,3室2厅,2006年建暂无数据,116.04平米,770,66357,前泥洼小区 
简装,有电梯,马家堡,东,2室1厅,2006年建板塔结合,101.31平米,650,64160,星河城西区 
精装,有电梯,马家堡,南 北,2室2厅,2007年建板楼,123.29平米,750,60833,星河城东区 
简装,无电梯,科技园区,东 西,2室2厅,2002年建板楼,103.05平米,498,48327,富锦嘉园四区 
精装,无电梯,角门,东 西,2室1厅,1990年建板楼,60.2平米,329,54652,司达小区 
精装,有电梯,玉泉营,南,3室2厅,2006年建板楼,124.4平米,679,54582,三环新城8号院 
精装,有电梯,科技园区,南 北,2室1厅,2012年建板楼,86.55平米,628,72560,中海苏黎世家 
精装,有电梯,玉泉营,南 北,2室1厅,2006年建板楼,101.2平米,570,56325,三环新城8号院 
精装,有电梯,玉泉营,南,2室1厅,2005年建板楼,100.39平米,690,68732,万年花城一期 
简装,无电梯,科技园区,南 北,3室2厅,1998年建板楼,107.62平米,610,56681,怡海花园富泽园 
精装,有电梯,玉泉营,西南,2室1厅,2005年建板楼,92.79平米,518,55825,三环新城7号院 
简装,有电梯,玉泉营,南,3室2厅,2006年建板楼,123.89平米,629,50771,三环新城8号院 
精装,有电梯,七里庄,西南,2室1厅,2001年建塔楼,101平米,520,51486,庄维花园 
精装,有电梯,玉泉营,南 北,4室2厅,2007年建板楼,163.67平米,1145,69958,优筑 
精装,有电梯,岳各庄,南,2室1厅,2004年建板塔结合,96.5平米,630,65285,第七街区 
简装,有电梯,玉泉营,南,2室1厅,2005年建板楼,98.8平米,550,55669,三环新城7号院 
简装,无电梯,卢沟桥,南 北,2室1厅,2000年建板楼,72.15平米,317,43937,卢沟桥南里甲八号院 
简装,有电梯,玉泉营,南 北,3室1厅,2006年建板楼,120.44平米,831.1,69001,万年花城三期 
简装,2室1厅,看丹桥,西北,3室1厅,1998年建板塔结合,94.24平米,454,48175,新华街五里 
简装,无电梯,看丹桥,南 北,2室1厅,1992年建板楼,59.59平米,298,50009,新华街五里 
精装,无电梯,玉泉营,南 北,2室2厅,2003年建板楼,96.5平米,550,56995,汇丰家园 
精装,有电梯,宋家庄,北,2室1厅,2003年建板塔结合,69.89平米,345,49364,政馨园一区 
精装,无电梯,看丹桥,南 北,2室1厅,1992年建板楼,54.82平米,330,60198,韩庄子东里 
简装,有电梯,卢沟桥,南 北,3室2厅,2007年建板塔结合,127.66平米,500,39167,沸城 
简装,有电梯,五里店,南 北,3室1厅,2005年建板楼,116.2平米,615,52926,和光里 
简装,有电梯,科技园区,东北,3室2厅,2001年建塔楼,130.07平米,780,59968,怡海花园富润园 
其他,有电梯,北京南站,西北,2室1厅,2003年建塔楼,122.81平米,880,71656,世纪金色嘉园 
精装,有电梯,玉泉营,南 北,2室1厅,2005年建板楼,98.53平米,569,57749,三环新城7号院 
精装,有电梯,成寿寺,南,2室1厅,2000年建塔楼,102.26平米,550,53785,四方景园五区 
精装,有电梯,玉泉营,南 北,3室1厅,2011年建板楼,90.49平米,650,71832,青秀城 
精装,有电梯,玉泉营,南 北,3室2厅,2006年建板楼,137.3平米,920,67007,万年花城三期 
精装,有电梯,玉泉营,南 北,2室1厅,2011年建板楼,91.62平米,430,46933,青秀雅苑 
精装,无电梯,科技园区,南 北,3室2厅,1996年建板楼,141.49平米,630,44527,恒富中街7号院 
精装,有电梯,卢沟桥,南,1室1厅,2007年建板塔结合,68.47平米,308,44984,晓月新苑 
精装,无电梯,北大地,南 北,2室1厅,1990年建板楼,64.7平米,365,56415,北大地四里 
精装,有电梯,玉泉营,南 西,3室1厅,2004年建板塔结合,115.05平米,688,59801,三环新城7号院 
简装,有电梯,赵公口,南,2室1厅,2005年建板塔结合,87.57平米,538,61437,彩虹城四区 
精装,有电梯,马家堡,东,1室1厅,2006年建塔楼,60.28平米,400,66358,星河城东区 
简装,有电梯,七里庄,北,1室2厅,2001年建塔楼,80.13平米,450,56159,庄维花园 
简装,有电梯,丽泽,西南,3室2厅,2002年建塔楼,155.75平米,825,52970,盛鑫嘉园 
简装,2室1厅,七里庄,东南,2室1厅,2000年建板楼,79.34平米,500,63020,庄维花园 
简装,有电梯,七里庄,东南,2室1厅,2005年建塔楼,107.63平米,625,58070,望园东里 
精装,有电梯,岳各庄,东 西,2室1厅,2006年建塔楼,115.45平米,620,53703,珠江峰景 
简装,有电梯,六里桥,西 北,3室1厅,1988年建塔楼,69平米,410,59421,六里桥北里 
简装,有电梯,青塔,东 西,2室1厅,2007年建塔楼,98.93平米,520,52563,华富丽苑 
简装,无电梯,大红门,南 北,3室1厅,2001年建板楼,106.47平米,540,50719,建欣苑二里 
简装,有电梯,七里庄,东南 北,3室2厅,2006年建塔楼,131.19平米,785,59837,庄维多摩市三期 
精装,有电梯,草桥,西,3室1厅,2002年建塔楼,120.69平米,730,60486,玺萌丽苑 
精装,有电梯,方庄,西南,2室1厅,1994年建塔楼,95平米,620,65264,芳城园一区 
精装,有电梯,岳各庄,南 北,2室2厅,2012年建板楼,99.21平米,830,83661,大成郡 
简装,无电梯,西罗园,南 北,3室1厅,1990年建板楼,83.8平米,469,55967,西罗园一区 
精装,无电梯,科技园区,南 北,3室2厅,1998年建板楼,117.73平米,680,57760,怡海花园富泽园 
简装,有电梯,七里庄,东南 北,3室1厅,2000年建塔楼,131.03平米,740,56476,庄维花园 
简装,无电梯,看丹桥,南 北,2室1厅,1998年建板楼,78.85平米,420,53266,韩庄子三里 
精装,有电梯,科技园区,南 北,3室2厅,2008年建板楼,133.72平米,755,56462,富锦嘉园五区 
精装,无电梯,五里店,南 北,2室1厅,2001年建板楼,91.67平米,440,47999,丰卉家园 
精装,有电梯,七里庄,南 东北,3室2厅,2000年建塔楼,117.05平米,710,60658,望园东里 
毛坯,有电梯,玉泉营,南 北,4室2厅,2008年建板楼,153.44平米,980,63869,万年花城四期 
精装,有电梯,北大地,东南,2室1厅,1999年建塔楼,83.67平米,480,57369,文体路38号院 
简装,有电梯,七里庄,南,2室1厅,2004年建板楼,87.88平米,650,73965,保利欣苑 
精装,有电梯,玉泉营,南 北,2室1厅,2011年建板楼,90.11平米,730,81013,万年花城五期 
精装,无电梯,玉泉营,南 北,2室1厅,1986年建板楼,70.76平米,390,55116,育芳园 
精装,无电梯,科技园区,南 北,4室2厅,2006年建板楼,136.54平米,1200,87887,亿城天筑 
精装,有电梯,科技园区,西南,5室2厅,2005年建塔楼,258.62平米,1700,65734,怡海花园恒泰园 
简装,有电梯,青塔,南,1室1厅,2011年建板塔结合,56.81平米,304,53512,建邦枫景 
简装,无电梯,玉泉营,南 北,2室2厅,2004年建板楼,115.74平米,670,57889,亿朋苑一区 
精装,有电梯,科技园区,南,1室0厅,2012年建板楼,36.77平米,269,73158,中海御鑫阁 
简装,无电梯,丽泽,南 北,2室1厅,1993年建板楼,59.65平米,350,58676,前泥洼小区 
其他,1室1厅,北大地,南 北,2室1厅,1994年建板楼,60.25平米,360,59752,丰台西路7号院 
简装,有电梯,玉泉营,北,1室1厅,2005年建板塔结合,58.27平米,379,65043,万年花城二期 
精装,有电梯,草桥,东南,2室1厅,2004年建板塔结合,111.92平米,730,65226,冬季星空 
简装,有电梯,草桥,南 北,3室1厅,2007年建板楼,119.7平米,890,74353,风景club 
毛坯,无电梯,宋家庄,南,1室1厅,1992年建板楼,43.21平米,275,63643,横一条 
精装,有电梯,草桥,南,1室0厅,2009年建板楼,52.1平米,379,72745,城市涧 
精装,有电梯,木樨园,东 西 北,1室1厅,1996年建板塔结合,55.6平米,303,54497,东木樨园 
简装,有电梯,方庄,西南,2室1厅,2008年建板塔结合,106.08平米,902,85031,紫芳园三区 
精装,有电梯,方庄,东 南 北,5室2厅,1992年建塔楼,172.09平米,1200,69731,芳古园一区 
精装,无电梯,太平桥,南 北,2室1厅,1990年建板楼,58.44平米,380,65024,太平桥西里 
精装,有电梯,玉泉营,南,1室1厅,2006年建板楼,65.98平米,460,69719,中景理想家 
精装,无电梯,宋家庄,南,1室1厅,1992年建板楼,41.1平米,255,62044,横一条 
精装,有电梯,玉泉营,南,1室1厅,2006年建板楼,61.07平米,437,71558,万年花城三期 
精装,3室1厅,六里桥,西,1室1厅,2011年建暂无数据,71.06平米,470,66142,永翌公馆 
简装,有电梯,玉泉营,西北,3室1厅,2000年建塔楼,101.99平米,430,42161,宝丰大厦 
精装,有电梯,马家堡,南 北,3室2厅,2006年建板楼,148.3平米,1040,70129,星河城西区 
简装,有电梯,七里庄,南 北,2室1厅,2000年建板塔结合,78.3平米,490,62580,中建一局北院 
毛坯,1室1厅,七里庄,西,1室1厅,1995年建板楼,39.11平米,260,66480,东大街 
精装,无电梯,科技园区,南,1室1厅,1997年建板楼,56.45平米,355,62888,怡海花园恒泰园 
简装,无电梯,玉泉营,南,1室1厅,1993年建板楼,42.42平米,275,64828,育芳园 
精装,有电梯,玉泉营,南 北,2室1厅,2006年建板楼,75.61平米,515,68113,万年花城三期 
精装,无电梯,看丹桥,南 北,2室1厅,1992年建板楼,59.59平米,339,56889,新华街五里 
其他,有电梯,五里店,南,2室1厅,2005年建板楼,92.23平米,438,47490,和光里 
精装,有电梯,玉泉营,东 北,2室2厅,2008年建板楼,107.04平米,730,68199,万年花城四期 
精装,有电梯,玉泉营,东北,2室1厅,2007年建板楼,77.09平米,520,67454,优筑 
精装,无电梯,卢沟桥,南 北,2室1厅,1997年建板楼,68.92平米,310,44980,晓月苑一里 
精装,无电梯,科技园区,南 北,2室1厅,1997年建板楼,69.35平米,450,64889,怡海花园恒泰园 
精装,有电梯,北京南站,西南,2室1厅,1996年建塔楼,57.16平米,370,64731,翠林一里 
精装,无电梯,丽泽,南 北,2室1厅,2000年建板楼,73.31平米,430,58656,前泥洼小区 
精装,有电梯,看丹桥,东,1室1厅,2008年建塔楼,72.98平米,385,52755,韩庄子小区 
简装,有电梯,科技园区,东南,3室2厅,1996年建塔楼,165.89平米,790,47622,阳光四季 
精装,无电梯,右安门外,西南,2室1厅,板楼,66.57平米,398,59787,玉林里小区 
毛坯,有电梯,科技园区,西,2室1厅,2000年建塔楼,67.9平米,304,44772,宝隆温泉公寓 
简装,有电梯,成寿寺,西南,2室1厅,2004年建塔楼,95.02平米,498,52411,四方景园一区 
其他,有电梯,北京南站,东南,2室1厅,1999年建塔楼,68.61平米,520,75791,开阳里三区 
其他,无电梯,北大地,南 北,2室1厅,1992年建板楼,58.01平米,350,60335,东大街35号院 
简装,无电梯,丽泽,南 北,2室1厅,2000年建板楼,73.31平米,460,62748,前泥洼小区 
简装,有电梯,卢沟桥,南 西,2室1厅,2009年建板塔结合,84.46平米,379,44874,沸城 
精装,有电梯,玉泉营,西南,2室1厅,2006年建塔楼,95.87平米,590,61542,三环新城8号院 
精装,无电梯,科技园区,南 北,2室1厅,2001年建板楼,76.69平米,460,59982,怡海花园恒泰园 
其他,有电梯,科技园区,西南,2室1厅,2001年建塔楼,83.45平米,520,62313,怡海花园富润园 
精装,3室1厅,看丹桥,南 北,3室1厅,1990年建板楼,65.58平米,355,54133,建国街二里 
其他,有电梯,卢沟桥,南 北,3室1厅,2008年建板塔结合,131.64平米,540,41021,沸城 
精装,有电梯,丽泽,南 北,3室2厅,2009年建板塔结合,144.21平米,1350,93614,保利百合 
其他,有电梯,科技园区,西南,2室1厅,1999年建塔楼,97.94平米,550,56157,恒富花园2号院 
精装,有电梯,玉泉营,南 西,3室1厅,2004年建板塔结合,115.87平米,658,56788,三环新城7号院 
精装,有电梯,丽泽,西南,2室1厅,2010年建板塔结合,83.56平米,680,81379,益丰苑 
简装,有电梯,玉泉营,东 南 北,2室1厅,2002年建塔楼,78.48平米,440,56066,万年花城回迁 
精装,2室1厅,科技园区,南,2室1厅,2016年建板楼,82.84平米,590,71222,京投银泰万科西华府 
简装,2室1厅,旧宫,南,2室1厅,1962年建板楼,66.2平米,340,51360,万源东里 
简装,有电梯,玉泉营,南,2室1厅,2006年建板楼,109.59平米,615,56119,三环新城8号院 
简装,有电梯,马家堡,东南,3室2厅,2002年建塔楼,113.71平米,630,55405,马家堡西里 
简装,无电梯,看丹桥,南 北,2室1厅,1990年建板楼,54平米,310,57408,韩庄子西里 
简装,无电梯,科技园区,南 北,2室1厅,1980年建板楼,65.32平米,268,41029,保温段 
其他,有电梯,玉泉营,南,1室1厅,2011年建板楼,72.6平米,340,46832,青秀雅苑 
精装,无电梯,西罗园,东 南 北,2室2厅,1990年建板楼,87.2平米,513,58831,西罗园一区 
精装,有电梯,北大地,东南,2室1厅,2002年建塔楼,93.12平米,585,62823,福顺里 
精装,有电梯,科技园区,东南,4室1厅,2005年建塔楼,254.97平米,1530,60008,怡海花园恒泰园 
精装,有电梯,七里庄,南 北,3室1厅,2000年建板塔结合,90.02平米,520,57765,中建一局北院 
简装,无电梯,七里庄,南 北,3室1厅,1992年建板楼,74.81平米,435,58148,东大街东里 
精装,有电梯,科技园区,南 北,3室2厅,2012年建板楼,177.04平米,1370,77384,中海九号公馆 
简装,无电梯,大红门,南,1室1厅,2002年建板楼,70.42平米,335,47572,建欣苑三里 
