decoration,elevator,location,orientation,pattern,property,size,total_price,unit_price,village
其他,有电梯,马家堡,南 北,3室2厅,1998年建板塔结合,116.5平米,550,47211,建工北国 
精装,有电梯,方庄,西南,4室2厅,1996年建塔楼,187.94平米,1080,57466,芳城园三区 
精装,有电梯,草桥,南,1室1厅,2006年建板楼,48.17平米,395,82002,恋日花都 
简装,有电梯,新宫,南,2室1厅,2009年建板塔结合,58.63平米,310,52874,南庭新苑北区 
精装,有电梯,菜户营,西南,2室1厅,2002年建塔楼,90.56平米,700,77297,嘉莲苑 
精装,有电梯,青塔,北,1室1厅,2005年建塔楼,55.52平米,288,51874,长安新城一区 
精装,无电梯,花乡,东 北,1室1厅,2001年建板楼,43.13平米,225,52168,银地家园 
精装,有电梯,玉泉营,南 北,2室1厅,2004年建板塔结合,93.21平米,550,59007,三环新城7号院 
精装,有电梯,西罗园,东,1室1厅,1997年建板塔结合,57.9平米,288,49741,西罗园三区 
精装,无电梯,六里桥,南 北,3室1厅,1990年建板楼,76.2平米,480,62993,六里桥北里 
其他,无电梯,和义,南 北,2室2厅,2006年建板楼,103.93平米,575,55326,久敬佳园二区 
精装,无电梯,太平桥,南 北,2室1厅,1989年建板楼,57.38平米,375,65354,太平桥东里 
其他,无电梯,和义,东 西,1室1厅,1998年建板楼,53.26平米,233,43748,南苑北里一区 
简装,有电梯,方庄,西南,2室1厅,1994年建塔楼,62.55平米,442,70664,芳城园三区 
其他,无电梯,太平桥,南 北,2室1厅,1989年建板楼,58.4平米,390,66781,太平桥东里 
精装,无电梯,方庄,南 北,2室1厅,1992年建板楼,57.49平米,358,62272,芳古园一区 
精装,有电梯,七里庄,北,1室0厅,2004年建板楼,44.29平米,299,67510,保利欣苑 
精装,有电梯,玉泉营,南,2室1厅,2004年建板塔结合,103.47平米,576,55669,三环新城7号院 
其他,无电梯,科技园区,南 北,1室1厅,1995年建板楼,48.7平米,260,53389,富丰园小区 
精装,无电梯,六里桥,南 北,2室1厅,1990年建板楼,52.9平米,352,66541,六里桥北里 
简装,有电梯,北大地,东,2室1厅,2002年建板塔结合,81.73平米,470,57507,福顺里 
简装,有电梯,方庄,东南,3室1厅,1990年建塔楼,100平米,535,53500,芳城园一区 
简装,有电梯,花乡,南,2室1厅,2010年建板塔结合,100.14平米,459,45836,天伦锦城 
精装,有电梯,成寿寺,南 北,2室1厅,2007年建板塔结合,98.91平米,530,53585,四方景园三区 
精装,有电梯,岳各庄,东,1室1厅,2010年建板塔结合,85.01平米,385,45289,大成时代中心 
精装,有电梯,岳各庄,东北,2室1厅,2011年建板楼,98.17平米,720,73343,大成郡 
简装,无电梯,北京南站,南 北,2室1厅,1992年建板楼,54.24平米,350,64529,右外东庄 
简装,有电梯,赵公口,东 北,2室1厅,2000年建塔楼,86.57平米,493,56949,康泽园 
精装,有电梯,岳各庄,西,1室1厅,2006年建塔楼,58.79平米,385,65488,珠江峰景 
精装,无电梯,和义,南 北,2室1厅,1997年建板楼,66.73平米,310,46456,和义东里一区 
简装,有电梯,六里桥,东,1室1厅,2004年建板楼,46.14平米,380,82359,风荷曲苑 
精装,有电梯,角门,南 北,2室1厅,2000年建板塔结合,89.35平米,480,53722,康缘居 
精装,无电梯,洋桥,南 北,1室1厅,1988年建板楼,45.84平米,279,60864,洋桥北里 
精装,有电梯,五里店,西北,2室1厅,2008年建板塔结合,97.96平米,476,48592,和风四季 
简装,有电梯,马连道,西南,2室1厅,2002年建板塔结合,86.49平米,700,80935,康宁居 
精装,无电梯,马家堡,东 南 北,2室1厅,2000年建板楼,75.39平米,455,60353,富卓苑 
其他,有电梯,太平桥,南 北,1室1厅,1990年建板楼,35.72平米,265,74189,太平桥小区 
简装,无电梯,刘家窑,南 北,2室1厅,1986年建板楼,52.6平米,290,55134,贾家花园小区 
简装,无电梯,北京南站,东 西,2室1厅,2001年建板楼,77.18平米,490,63488,开阳里四区 
精装,有电梯,方庄,南,2室1厅,1992年建塔楼,63.96平米,400,62540,芳古园一区 
简装,有电梯,成寿寺,西,2室1厅,2006年建板塔结合,91.45平米,495,54128,四方景园四区 
简装,无电梯,木樨园,南 北,2室1厅,1996年建板楼,59.89平米,365,60946,赵公口小区 
简装,有电梯,方庄,南 北,3室1厅,1992年建板塔结合,82.9平米,580,69964,芳古园一区 
精装,有电梯,岳各庄,东,2室1厅,2012年建板楼,104.45平米,760,72763,大成郡 
简装,无电梯,蒲黄榆,东 西,3室1厅,1988年建板楼,68.5平米,398,58103,蒲黄榆路 
精装,有电梯,方庄,东 西,2室1厅,1990年建板楼,58.38平米,410,70230,芳星园二区 
精装,有电梯,刘家窑,西南,2室1厅,2004年建塔楼,104.92平米,565,53851,方南家园二期 
毛坯,无电梯,蒲黄榆,南 北,3室1厅,1992年建板楼,72.55平米,430,59270,蒲黄榆五巷 
简装,有电梯,北京南站,西北,2室1厅,2007年建板塔结合,106.99平米,749,70007,鼎立水岸家园 
简装,有电梯,西罗园,南 北,2室1厅,2002年建板塔结合,99平米,610,61617,珠江骏景中区 
简装,有电梯,草桥,东 西,2室1厅,2009年建板楼,102.36平米,695,67898,城市涧 
精装,无电梯,角门,南,1室1厅,1993年建板楼,48.37平米,285,58921,司达小区 
精装,有电梯,草桥,东北,1室1厅,2007年建塔楼,82.07平米,545,66407,风景club 
简装,有电梯,太平桥,东,1室1厅,1991年建塔楼,43.44平米,265,61004,太平桥西里 
简装,有电梯,草桥,西,1室1厅,2003年建塔楼,75.02平米,485,64650,玺萌丽苑 
精装,有电梯,大红门,西南,2室1厅,2010年建板塔结合,102.84平米,650,63205,上海建筑 
精装,有电梯,方庄,东,1室1厅,2002年建塔楼,52.38平米,370,70638,紫芳园一区 
精装,有电梯,宋家庄,东,1室0厅,2003年建塔楼,50.33平米,315,62587,世纪星 
精装,有电梯,宋家庄,西北,2室1厅,2001年建塔楼,86.86平米,496,57104,方安苑 
精装,有电梯,西罗园,西北,1室1厅,1989年建塔楼,47.02平米,295,62740,西罗园三区 
简装,有电梯,岳各庄,西北,2室2厅,2009年建板楼,98.29平米,715,72744,大成郡 
其他,有电梯,角门,西,2室1厅,1998年建塔楼,77.44平米,370,47779,角门东里 
精装,有电梯,成寿寺,东,1室1厅,2010年建塔楼,65.42平米,430,65730,晶城秀府 
简装,有电梯,洋桥,东南,1室0厅,2004年建塔楼,48.79平米,310,63538,东丽温泉 
精装,有电梯,宋家庄,东,1室0厅,2003年建塔楼,47.88平米,305,63701,世纪星 
简装,有电梯,西罗园,南,1室1厅,2005年建塔楼,68.85平米,410,59550,珠江骏景北区 
精装,无电梯,方庄,南 北,2室1厅,1995年建板楼,68.22平米,462,67723,芳城东里 
简装,有电梯,花乡,南,2室1厅,2010年建板塔结合,103.82平米,440,42382,天伦锦城 
精装,有电梯,草桥,东北,1室1厅,2004年建板塔结合,65平米,435,66924,冬季星空 
其他,2室1厅,右安门外,南 北,1室1厅,1992年建暂无数据,44.9平米,320,71270,右外西头条10号院 
简装,有电梯,六里桥,东,2室1厅,2009年建塔楼,98.01平米,671,68463,永翌公馆 
精装,无电梯,蒲黄榆,南 北,2室1厅,1992年建板楼,64.72平米,365,56397,刘家窑南里 
简装,无电梯,洋桥,东南,2室1厅,1997年建板楼,74.07平米,387,52248,四路通17号院 
精装,有电梯,洋桥,东南 北,1室1厅,1990年建塔楼,37.5平米,228,60800,洋桥北里 
简装,有电梯,洋桥,东南,2室1厅,2003年建塔楼,68.36平米,420,61440,洋桥71号院 
精装,有电梯,七里庄,西南,2室1厅,2004年建塔楼,104.71平米,630,60167,望园东里 
简装,有电梯,马家堡,南,2室1厅,2003年建板楼,80.24平米,468,58326,三星庄园 
精装,有电梯,草桥,南,1室0厅,2006年建板楼,48.65平米,423,86948,恋日花都 
简装,无电梯,刘家窑,东 西 北,2室2厅,1996年建板楼,85平米,445,52353,方南家园一期 
其他,无电梯,西罗园,南 北,2室1厅,1999年建板楼,63.15平米,335,53049,西罗园四区 
精装,有电梯,角门,西南 北,2室1厅,1995年建塔楼,73.63平米,430,58401,角门东里 
精装,无电梯,方庄,南 北,2室1厅,1992年建板楼,58.29平米,388,66564,芳群园二区 
精装,有电梯,方庄,南,2室1厅,1994年建板塔结合,64.9平米,415,63945,芳城园一区 
其他,无电梯,和义,南 北,2室1厅,2005年建板楼,80.42平米,430,53470,世嘉丽晶 
其他,有电梯,岳各庄,西,1室1厅,2007年建塔楼,54.28平米,273,50295,民岳家园 
其他,有电梯,马家堡,南 北,2室1厅,2005年建板楼,107.86平米,660,61191,西马金润二区 
简装,有电梯,方庄,东南,2室1厅,1992年建板塔结合,65.04平米,460,70726,芳古园一区 
精装,无电梯,蒲黄榆,南 北,2室1厅,1995年建板楼,57.61平米,374,64920,蒲安西里 
其他,无电梯,和义,东 西,2室1厅,1995年建板楼,62.06平米,310,49952,南苑北里二区 
简装,有电梯,北京南站,北,1室1厅,2002年建塔楼,59.52平米,440,73925,世纪金色嘉园 
其他,无电梯,宋家庄,南 北,2室1厅,1988年建板楼,56.57平米,330,58335,横一条 
精装,有电梯,六里桥,西北,2室2厅,2004年建塔楼,96.71平米,775,80137,风荷曲苑 
其他,有电梯,卢沟桥,东南,2室1厅,2008年建塔楼,94.46平米,399,42241,晓月新城 
简装,无电梯,七里庄,南,1室1厅,1998年建板楼,49.52平米,330,66640,望园东里 
简装,有电梯,太平桥,南,2室1厅,1991年建塔楼,50.4平米,370,73413,太平桥小区 
简装,有电梯,蒲黄榆,南,2室1厅,1986年建塔楼,57.59平米,368,63900,蒲黄榆二里 
简装,1室1厅,丽泽,西南,2室1厅,1999年建板塔结合,63.59平米,380,59758,前泥洼小区 
其他,有电梯,右安门外,南,1室1厅,1992年建塔楼,41.06平米,340,82806,玉林东里一区 
精装,有电梯,玉泉营,南 北,2室1厅,2010年建板楼,79.59平米,520,65335,樊家村甲6号院 
简装,有电梯,岳各庄,东 西,3室2厅,2004年建板塔结合,116.13平米,550,47361,西府景园 
其他,无电梯,角门,南,2室1厅,1996年建板楼,60.19平米,350,58150,大红门35号院 
简装,有电梯,木樨园,南,1室1厅,1989年建板楼,44.4平米,265,59685,马公庄 
简装,有电梯,木樨园,东南,2室1厅,2000年建塔楼,87.49平米,450,51435,冠军楼 
其他,无电梯,刘家窑,南 北,2室1厅,1992年建板楼,58.51平米,300,51274,石榴园北里小区 
其他,无电梯,和义,南 北,2室1厅,1987年建板楼,59.1平米,300,50762,和义东里三区 
其他,无电梯,北大地,东 西,2室1厅,1970年建板楼,61.5平米,353,57399,北大地二里 
其他,无电梯,洋桥,南 北,2室1厅,1990年建板楼,64.87平米,355,54725,洋桥西里 
简装,无电梯,和义,南 北,2室1厅,2004年建板楼,85.29平米,399,46782,和义西里三区 
精装,无电梯,看丹桥,南 北,2室1厅,1996年建板楼,62.6平米,348,55592,新华街六里 
其他,无电梯,和义,南 北,2室1厅,1994年建板楼,58.17平米,271,46588,和义东里一区 
简装,有电梯,赵公口,西北,1室1厅,2005年建板塔结合,56.33平米,345,61247,彩虹城四区 
其他,无电梯,青塔,南,1室1厅,1994年建板楼,44.26平米,250,56485,青塔秀园 
简装,无电梯,马家堡,南 北,3室1厅,1998年建板楼,96.13平米,598,62208,嘉园二里 
简装,有电梯,角门,东南,2室1厅,1995年建塔楼,87.47平米,450,51447,角门甲8号院 
简装,有电梯,方庄,东南,3室1厅,1995年建塔楼,80.41平米,560,69644,芳群园三区 
精装,有电梯,六里桥,南,1室1厅,2009年建塔楼,72.77平米,498,68435,永翌公馆 
其他,有电梯,北京南站,东南,2室1厅,2001年建塔楼,80.5平米,508,63106,开阳里三区 
简装,有电梯,蒲黄榆,东南,2室1厅,1990年建塔楼,71.99平米,388,53897,刘家窑东里 
精装,有电梯,岳各庄,南 北,2室2厅,2006年建塔楼,111.83平米,585,52312,珠江峰景 
简装,有电梯,草桥,西北,1室1厅,2007年建板楼,65.82平米,448,68065,恋日嘉园二期 
其他,无电梯,和义,南 北,2室1厅,2009年建板楼,64.61平米,325,50302,和义西里二区 
精装,有电梯,玉泉营,东,1室1厅,2005年建塔楼,64.74平米,385,59469,三环新城7号院 
精装,有电梯,洋桥,东 南,2室1厅,1992年建塔楼,75平米,435,58000,洋桥北里 
其他,无电梯,角门,南 北,3室1厅,1993年建板楼,69.1平米,400,57888,角门东里 
其他,有电梯,马家堡,南,1室1厅,2005年建板塔结合,56.01平米,364,64989,丽水园 
简装,无电梯,洋桥,南,2室1厅,1988年建板楼,58.1平米,310,53357,海户西里 
其他,有电梯,成寿寺,西,2室1厅,1999年建塔楼,79.38平米,420,52911,四方景园一区 
其他,无电梯,西罗园,东 南 北,3室1厅,1993年建板楼,59.9平米,360,60101,西罗园南里 
简装,有电梯,木樨园,南,2室1厅,1994年建塔楼,58.8平米,325,55273,南三环中路69号 
精装,有电梯,刘家窑,东 南,3室2厅,2009年建塔楼,160.33平米,990,61748,建邦华府 
其他,无电梯,大红门,南,2室1厅,2002年建板楼,71.27平米,369,51775,建欣苑三里 
精装,无电梯,菜户营,东 西,4室2厅,1990年建板楼,164.43平米,1160,70547,天伦北里 
精装,无电梯,北京南站,南 北,2室1厅,2002年建板楼,73.11平米,529,72357,开阳里七区 
精装,有电梯,方庄,东 西,2室1厅,1992年建板塔结合,58.7平米,439,74788,芳星园二区 
简装,无电梯,成寿寺,南 北,2室1厅,2000年建板楼,75.82平米,360,47481,宏大家园 
精装,有电梯,西罗园,东北,2室1厅,1993年建塔楼,65.82平米,375,56974,西罗园四区 
简装,无电梯,和义,南 北,3室2厅,2001年建板楼,156.72平米,598,38158,红星北里 
其他,无电梯,青塔,东 西,2室1厅,1995年建板楼,59.72平米,259,43370,芳园 
简装,无电梯,卢沟桥,南 北,2室1厅,1998年建板楼,70.95平米,280,39465,晓月苑二里 
简装,无电梯,马家堡,西,2室1厅,2000年建板楼,76.72平米,435,56700,富卓苑 
简装,有电梯,宋家庄,西南,3室1厅,2001年建塔楼,146.65平米,780,53188,方安苑 
其他,有电梯,角门,西,1室1厅,1994年建塔楼,56.65平米,330,58253,角门东里 
简装,无电梯,右安门外,西南,1室1厅,1990年建板楼,49.66平米,278,55981,玉林里小区 
其他,无电梯,西罗园,南 北,3室0厅,1996年建板楼,77.43平米,410,52952,西罗园南里 
其他,无电梯,和义,南 北,2室1厅,1987年建板楼,61.99平米,302,48718,东高地 
简装,2室1厅,旧宫,东 西,2室1厅,2001年建板楼,78.19平米,405,51797,菊源里 
简装,有电梯,右安门外,西 北 东北,2室1厅,1993年建塔楼,67.04平米,402,59965,玉林里小区 
简装,有电梯,赵公口,西南,1室1厅,2005年建板楼,56.14平米,360,64126,彩虹城三区 
其他,有电梯,马家堡,北,2室1厅,2005年建塔楼,68.84平米,418,60721,瑞丽江畔 
精装,无电梯,角门,东 西,2室1厅,1996年建板楼,53.97平米,350,64851,大红门35号院 
精装,有电梯,马家堡,南 北,3室2厅,2015年建板楼,139.04平米,1100,79114,福海棠华苑 
毛坯,有电梯,方庄,西南,2室1厅,1998年建板塔结合,61.51平米,360,58528,芳群园四区 
其他,无电梯,卢沟桥,南 北,3室1厅,2000年建板楼,112.32平米,375,33387,晓月苑三里 
其他,有电梯,五里店,西北,3室1厅,2003年建塔楼,136.11平米,550,40409,程庄南里 
精装,有电梯,玉泉营,南 北,2室1厅,2006年建板楼,106.1平米,620,58436,三环新城8号院 
其他,无电梯,和义,南 北,2室1厅,1990年建板楼,60.2平米,325,53987,新华路1号院 
其他,有电梯,马家堡,西,2室1厅,2009年建板楼,62.18平米,395,63526,左右坊 
简装,无电梯,玉泉营,南 北,3室2厅,1998年建板楼,93.62平米,510,54476,育菲园东里 
其他,无电梯,和义,东 西,2室1厅,2000年建板楼,76.3平米,355,46527,南苑北里一区 
其他,无电梯,太平桥,南 北 西,3室1厅,1989年建板楼,76.42平米,490,64120,太平桥小区 
其他,有电梯,西罗园,西北,2室1厅,1993年建塔楼,69.28平米,380,54850,西罗园四区 
其他,有电梯,玉泉营,南 北,3室1厅,2012年建板楼,91.63平米,630,68755,青秀城 
精装,有电梯,大红门,南 北,2室1厅,2003年建板塔结合,90.36平米,495,54781,建欣苑三里 
精装,有电梯,马家堡,南 北,2室2厅,2004年建板楼,108平米,850,78704,益星园 
简装,有电梯,丽泽,东,2室1厅,2001年建板塔结合,94.32平米,620,65734,丰益花园西区 
精装,有电梯,北京南站,西南,2室2厅,2002年建塔楼,123.83平米,693,55964,开阳里六区 
精装,无电梯,角门,南 北,2室1厅,1990年建板楼,57.2平米,350,61189,角门东里 
精装,有电梯,科技园区,南,1室1厅,2008年建塔楼,69.09平米,315,45593,天龙华鹤 
简装,无电梯,青塔,南,2室1厅,2006年建板楼,80.1平米,453,56555,林栖园 
精装,2室1厅,大红门,西,1室1厅,2007年建板塔结合,77.25平米,400,51780,建欣苑六里 
精装,无电梯,北京南站,东 西,2室1厅,2002年建板楼,77.54平米,527,67965,开阳里五区 
简装,无电梯,赵公口,东 西,1室1厅,2000年建板楼,49.14平米,300,61051,康泽园 
其他,无电梯,右安门外,南 北,3室1厅,1990年建板楼,68.6平米,440,64140,玉林里小区 
简装,1室1厅,右安门外,南 北,2室1厅,1986年建暂无数据,63平米,425,67461,右外西头条10号院 
简装,有电梯,刘家窑,东南,1室1厅,2010年建塔楼,51.41平米,233,45322,宋家庄家园 
精装,有电梯,青塔,南,1室1厅,2007年建塔楼,75.73平米,390,51499,华富丽苑 
精装,有电梯,洋桥,西北,2室1厅,2005年建塔楼,94.7平米,539,56917,首座绿洲 
简装,无电梯,花乡,东 西,2室1厅,2001年建板楼,68.18平米,320,46935,银地家园 
简装,无电梯,木樨园,南 北,2室1厅,1988年建板楼,57.93平米,330,56966,东木樨园 
精装,有电梯,方庄,南,1室1厅,2007年建板塔结合,73.46平米,540,73510,方庄6号 
其他,无电梯,和义,南,1室1厅,1995年建板楼,51.52平米,260,50466,南苑北里二区 
精装,有电梯,西红门,东 西,2室1厅,2003年建板塔结合,92.93平米,380,40891,西宏苑 
精装,有电梯,成寿寺,北,1室1厅,2005年建塔楼,56.84平米,308,54188,四方景园二区 
简装,有电梯,右安门外,东,2室1厅,1998年建塔楼,77.7平米,500,64351,百合园 
其他,3室1厅,旧宫,南 北,3室1厅,1962年建板楼,75.5平米,358,47418,万源东里 
精装,无电梯,和义,南 北,3室1厅,1995年建板楼,73.9平米,336,45467,南苑北里二区 
简装,无电梯,和义,南 北,2室1厅,1997年建板楼,67.85平米,330,48637,和义东里一区 
精装,有电梯,洋桥,南,1室1厅,1998年建塔楼,60.58平米,342,56455,政洋家园 
精装,有电梯,太平桥,西北,2室2厅,2006年建塔楼,94.24平米,640,67912,首科花园 
简装,有电梯,方庄,南,3室1厅,2000年建塔楼,147.18平米,780,52997,芳群公寓 
精装,有电梯,宋家庄,西南,2室1厅,1996年建塔楼,63.58平米,400,62913,南方庄小区 
简装,有电梯,宋家庄,南,1室1厅,2005年建板楼,52.47平米,295,56223,芳泽园 
其他,有电梯,赵公口,西南,2室1厅,2002年建塔楼,110.41平米,538,48728,顶秀欣园西苑 
简装,无电梯,成寿寺,南 北,2室1厅,1995年建板楼,54.33平米,305,56139,苇子坑1号院 
简装,无电梯,和义,南 北,2室1厅,1995年建板楼,64.99平米,340,52316,和义东里六区 
其他,有电梯,方庄,南 北,2室1厅,2003年建板楼,132.58平米,900,67884,时代芳群 
简装,有电梯,菜户营,西北,3室2厅,2001年建塔楼,185.92平米,1050,56476,鹏润家园 
简装,有电梯,青塔,南 北,3室2厅,2002年建板楼,121.34平米,760,62634,长安新城二区 
简装,有电梯,洋桥,东北,3室1厅,1998年建塔楼,81.6平米,445,54535,角门11号院 
精装,有电梯,六里桥,南,2室2厅,1998年建塔楼,101.13平米,678,67043,莲香园 
简装,3室1厅,大红门,东南,3室1厅,2007年建塔楼,130.28平米,630,48358,建欣苑六里 
精装,有电梯,大红门,南 北,3室1厅,2007年建板塔结合,126.16平米,798,63254,远洋自然 
简装,无电梯,马家堡,南,2室1厅,1993年建板楼,60平米,335,55834,角门16号院 
简装,无电梯,和义,南 北,3室1厅,1996年建板楼,75.32平米,320,42486,南苑北里三区 
简装,有电梯,方庄,南 北,2室1厅,1992年建塔楼,80.55平米,530,65798,芳群园一区 
简装,有电梯,菜户营,西北,2室2厅,2001年建塔楼,93.31平米,595,63766,鹏润家园 
精装,无电梯,青塔,西南 北,3室1厅,1994年建板楼,69.85平米,386,55262,青塔秀园 
精装,有电梯,草桥,西北,1室2厅,2007年建塔楼,82.08平米,549,66886,风景club 
其他,有电梯,成寿寺,南 北,2室1厅,2009年建板楼,115.02平米,735,63902,文成建筑 
其他,有电梯,草桥,东,2室1厅,1998年建塔楼,74.63平米,420,56278,玉安园 
简装,无电梯,方庄,南 北,3室2厅,1995年建板楼,108.8平米,830,76287,芳城园三区 
其他,有电梯,方庄,东 西,3室1厅,1992年建板塔结合,87.08平米,570,65458,芳古园一区 
其他,2室1厅,和义,南,2室1厅,板楼,59.2平米,330,55744,三角地 
简装,有电梯,看丹桥,东南,2室1厅,2000年建塔楼,71平米,400,56339,新华街五里 
精装,有电梯,方庄,西,2室1厅,2000年建板塔结合,113.63平米,620,54564,芳群公寓 
其他,有电梯,洋桥,东 西,3室1厅,1992年建塔楼,76.9平米,415,53967,海户西里 
其他,无电梯,马家堡,东 西,2室1厅,1998年建板楼,54.95平米,231,42039,嘉园二里 
简装,有电梯,马家堡,东 北,3室1厅,1998年建塔楼,98.88平米,515,52084,西马金润二区 
其他,无电梯,北京南站,东 西 北,2室1厅,1990年建板楼,48.77平米,322,66025,幸福路6号院 
简装,有电梯,北京南站,南,1室0厅,2003年建塔楼,23.75平米,212,89264,世纪金色嘉园 
毛坯,有电梯,科技园区,南,1室1厅,2005年建塔楼,68.88平米,293,42538,天下儒寓 
毛坯,有电梯,科技园区,南,1室1厅,2005年建塔楼,68.85平米,293,42557,天下儒寓 
简装,有电梯,赵公口,南,2室1厅,1998年建塔楼,66.33平米,380,57290,苗圃东里 
精装,无电梯,西罗园,南 北,2室1厅,1995年建板楼,51.63平米,290,56169,西罗园南里 
简装,有电梯,青塔,南,1室1厅,1998年建塔楼,51.99平米,279,53665,春园 
简装,有电梯,蒲黄榆,南,2室1厅,1980年建板塔结合,67.59平米,420,62140,蒲黄榆二里 
简装,有电梯,西罗园,西南,1室1厅,1997年建板塔结合,54.67平米,282,51583,西罗园三区 
简装,无电梯,蒲黄榆,南 北,2室1厅,1991年建板楼,56.66平米,315,55595,刘家窑南里 
简装,有电梯,花乡,南,2室1厅,2004年建板楼,80.55平米,386,47921,天伦锦城 
其他,有电梯,方庄,西,1室1厅,2005年建塔楼,46.39平米,313,67472,gogo新世代 
精装,有电梯,科技园区,南,1室1厅,2008年建塔楼,68.75平米,305,44364,天下儒寓 
其他,无电梯,西罗园,南,1室1厅,1990年建板楼,36.08平米,248,68737,海户屯 
其他,无电梯,和义,南 北,2室1厅,1996年建板楼,67.03平米,295,44011,南苑北里三区 
简装,无电梯,右安门外,西南,2室1厅,1990年建板楼,52.1平米,318,61037,玉林里小区 
精装,有电梯,成寿寺,北,1室1厅,2006年建板塔结合,57.8平米,310,53634,四方景园三区 
其他,无电梯,太平桥,南 北,2室1厅,1989年建板楼,56.45平米,378,66962,太平桥东里 
简装,无电梯,卢沟桥,南,1室0厅,1999年建板楼,40.87平米,210,51383,晓月苑三里 
简装,无电梯,玉泉营,南,1室1厅,2000年建板楼,50.99平米,270,52952,金丰园 
简装,有电梯,马家堡,北,1室1厅,1995年建板塔结合,46.67平米,249,53354,马家堡西里 
简装,无电梯,马家堡,南 北,1室1厅,1998年建板楼,52.74平米,289,54798,角门16号院 
简装,无电梯,蒲黄榆,南 北,3室1厅,1988年建板楼,70平米,375,53572,刘家窑北里 
其他,无电梯,木樨园,南 北,2室1厅,1980年建板楼,60.7平米,335,55190,南三环中路59号 
精装,无电梯,角门,南 北,2室1厅,1990年建板楼,57.2平米,360,62938,角门东里 
简装,2室2厅,五里店,南 北,2室1厅,1990年建板楼,68.64平米,290,42250,丰西北里 
精装,无电梯,和义,南 北,2室2厅,2005年建板楼,98.2平米,505,51426,久敬佳园三区 
精装,有电梯,赵公口,西,2室1厅,2004年建塔楼,110.43平米,512,46365,裕隆园 
简装,无电梯,蒲黄榆,东 南,2室1厅,1995年建板楼,71.44平米,427,59771,蒲安西里 
简装,有电梯,宋家庄,西,1室1厅,2010年建板塔结合,70.72平米,320,45249,横一条甲18号院 
简装,无电梯,方庄,南 北,2室1厅,1992年建板楼,58.43平米,388,66405,芳古园一区 
简装,有电梯,赵公口,东南,2室1厅,2000年建塔楼,101.79平米,550,54033,康泽园 
其他,有电梯,和义,西北,1室1厅,2007年建板楼,59.6平米,290,48658,久敬佳园一区 
精装,无电梯,大红门,南 北,1室1厅,2001年建板楼,61.02平米,340,55720,建欣苑一里 
简装,有电梯,马家堡,北,2室1厅,2003年建板楼,61.26平米,320,52237,三星庄园 
简装,有电梯,七里庄,南 北,2室1厅,2005年建板楼,95.49平米,560,58645,小井润园一区 
简装,有电梯,赵公口,北,1室1厅,2005年建板塔结合,56.57平米,310,54800,跃城 
精装,有电梯,木樨园,东,2室1厅,1996年建板塔结合,82.6平米,448,54238,东木樨园 
精装,有电梯,角门,南,1室0厅,2010年建板楼,46.26平米,355,76741,阳光花园 
精装,有电梯,丽泽,南 西 北,4室2厅,2016年建板楼,223.11平米,2700,121017,西宸原著 
其他,有电梯,太平桥,西,1室1厅,1991年建塔楼,45.07平米,315,69892,太平桥西里 
简装,无电梯,玉泉营,南 北,2室1厅,1985年建板楼,53.6平米,310,57836,郑王坟212号院 
其他,无电梯,和义,东,2室1厅,1997年建板楼,73.66平米,300,40728,红星北里 
其他,无电梯,丽泽,南 北,2室1厅,1997年建板楼,72.53平米,460,63423,精图小区56号院 
简装,有电梯,赵公口,西 北,1室1厅,2005年建板塔结合,56.82平米,348,61247,彩虹城四区 
其他,有电梯,方庄,西南,2室1厅,1990年建塔楼,95平米,598,62948,芳城园一区 
其他,无电梯,马家堡,东 西,1室1厅,1998年建板楼,50.53平米,303,59965,嘉园二里 
简装,有电梯,成寿寺,北,1室1厅,2006年建板塔结合,57.72平米,325,56307,四方景园四区 
其他,有电梯,方庄,南,1室1厅,2005年建塔楼,46.39平米,310,66825,gogo新世代 
精装,有电梯,马家堡,东,2室1厅,2002年建塔楼,103.67平米,599,57780,富卓苑 
其他,有电梯,青塔,南 北,3室1厅,2012年建板楼,94.58平米,690,72955,万科紫苑 
简装,无电梯,卢沟桥,南 北,2室1厅,2003年建板楼,99.01平米,480,48480,银海星月 
精装,有电梯,青塔,南 北,3室2厅,2007年建板楼,134.51平米,970,72114,万科中粮假日风景 
简装,无电梯,西罗园,南 北,1室1厅,1996年建板楼,47.77平米,269,56312,华润小区 
精装,有电梯,菜户营,东北,1室1厅,2008年建塔楼,59.97平米,519,86544,金泰城丽湾 
精装,有电梯,太平桥,北,1室1厅,2004年建塔楼,59.02平米,400,67774,糖人街 
精装,有电梯,青塔,南,2室1厅,2013年建板塔结合,74.4平米,355,47716,广安﹒康馨家园 
简装,有电梯,赵公口,西南 北,3室1厅,1998年建塔楼,83.22平米,395,47465,苗圃东里 
简装,有电梯,蒲黄榆,南 北,2室1厅,1984年建板塔结合,55.32平米,330,59653,蒲黄榆三里 
精装,有电梯,六里桥,东南,2室2厅,2004年建板楼,108.69平米,890,81885,风荷曲苑 
其他,有电梯,方庄,西,1室1厅,2005年建塔楼,46.39平米,310,66825,gogo新世代 
精装,有电梯,方庄,东 西,3室1厅,1990年建板塔结合,88.7平米,560,63135,芳古园一区 
简装,有电梯,木樨园,南,1室1厅,1989年建板楼,43.6平米,265,60780,马公庄 
精装,有电梯,青塔,东 西,2室1厅,2011年建板塔结合,75.5平米,365,48345,同馨家园 
